Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,24,Business,73.10,58.42,63.58,61.52,98.18,7.71,94.16,87.36,A,21.50,No,Yes,Master's,Medium,5,4
Female,24,CS,75.43,70.24,46.05,73.97,50.47,8.36,58.05,68.14,D,29.90,No,Yes,PhD,Low,6,4
Male,23,Engineering,67.87,62.62,50.39,52.56,97.91,6.59,60.76,78.47,B,7.80,No,Yes,Master's,Medium,4,4
Female,23,Engineering,84.79,58.45,60.94,84.03,87.01,3.30,83.54,60.01,C,29.90,No,Yes,Master's,High,7,7
Female,21,CS,75.43,89.85,59.78,77.07,54.20,1.56,52.81,80.68,A,27.50,No,Yes,High School,Low,9,8
Male,20,Engineering,98.15,96.09,84.96,82.37,70.76,2.37,83.69,60.40,B,27.40,Yes,Yes,Bachelor's,Medium,4,8
Male,22,Engineering,77.79,92.42,44.49,63.77,85.00,8.40,65.72,58.34,A,25.80,Yes,Yes,High School,Medium,6,7
Female,20,CS,80.33,71.35,91.63,63.93,97.83,6.96,67.89,69.33,A,28.10,No,Yes,N/A,Medium,6,8
Male,19,CS,59.29,93.05,88.97,90.07,58.21,4.56,70.28,89.50,F,11.20,No,Yes,Master's,Medium,1,6
Male,18,Engineering,84.77,95.25,85.96,74.81,56.39,0.29,67.48,58.83,B,15.90,No,Yes,High School,High,9,9
Female,18,Engineering,53.53,64.55,58.56,78.99,73.62,2.66,92.06,55.85,F,17.00,Yes,Yes,None,High,2,6
Female,23,Business,64.23,57.01,89.37,81.41,98.40,7.29,97.30,51.58,B,6.70,No,Yes,Master's,Medium,10,4
Female,22,CS,83.42,45.90,50.97,54.70,98.57,5.12,77.40,70.80,B,29.50,No,Yes,N/A,Medium,1,8
Male,20,CS,65.52,68.75,47.46,74.81,61.40,4.36,79.09,64.10,D,22.20,Yes,Yes,PhD,Medium,5,8
Male,23,Mathematics,52.49,96.78,42.70,88.50,65.97,3.14,53.52,64.61,F,16.30,No,Yes,Bachelor's,Medium,2,5
Female,21,Mathematics,91.59,73.65,96.36,79.52,95.40,6.07,85.66,99.10,B,29.80,No,No,N/A,Low,10,6
Male,23,CS,65.52,80.05,58.48,95.93,86.74,9.66,79.20,59.71,F,11.80,No,Yes,Master's,Low,5,8
Female,21,Business,53.16,46.77,95.06,58.43,98.62,9.01,52.52,72.92,D,13.40,No,Yes,N/A,Low,1,7
Male,21,CS,53.74,48.61,56.36,84.33,94.66,0.30,59.92,99.32,C,9.80,Yes,Yes,None,Medium,7,8
Female,19,CS,62.59,67.87,94.45,98.15,60.75,4.81,60.10,51.53,C,9.70,No,Yes,PhD,Low,4,6
Male,19,CS,58.90,97.08,94.24,65.50,87.99,3.29,58.55,84.83,D,9.70,No,Yes,N/A,Medium,8,7
Female,21,CS,88.72,61.65,95.42,50.76,52.43,5.11,82.93,68.55,A,20.30,No,Yes,High School,Low,8,5
Male,22,Business,66.08,92.65,69.77,86.74,90.89,6.06,96.42,95.30,F,12.40,Yes,Yes,None,Medium,7,9
Male,19,Business,90.23,47.22,91.96,50.35,80.08,2.00,88.15,95.60,A,28.80,No,Yes,PhD,Medium,1,6
Female,19,Mathematics,58.69,77.02,97.05,93.63,97.81,7.82,73.87,69.36,F,25.40,No,No,N/A,Medium,3,7
Male,18,Business,74.64,76.04,59.48,52.82,98.00,4.75,70.20,61.07,A,9.00,Yes,Yes,None,Medium,6,7
Male,23,Engineering,84.40,91.59,65.13,82.64,52.54,9.92,69.32,71.40,F,25.80,No,Yes,N/A,High,6,5
Female,18,Engineering,82.60,40.20,83.15,68.86,58.03,0.25,80.06,98.27,B,13.60,Yes,Yes,N/A,High,6,6
Male,22,Mathematics,80.06,51.40,58.02,60.17,74.21,1.90,67.96,64.07,B,10.70,Yes,Yes,PhD,Medium,2,7
Male,19,Business,75.43,53.18,85.23,74.81,93.97,6.90,61.31,99.07,A,24.60,No,Yes,Master's,Low,8,5
Male,24,Business,61.43,97.00,44.43,87.31,90.72,6.95,80.14,90.97,D,26.40,No,Yes,PhD,Low,3,5
Female,19,Mathematics,74.69,49.22,71.41,67.02,98.22,5.82,69.54,63.37,C,29.00,No,Yes,N/A,Low,5,8
Female,20,CS,94.20,42.22,47.34,64.21,80.90,9.72,50.71,89.55,A,15.50,No,Yes,None,Medium,9,6
Female,22,Business,53.89,72.07,57.60,86.80,62.83,4.15,51.11,52.49,C,19.10,Yes,Yes,Bachelor's,Medium,7,6
Female,24,Business,52.79,71.71,55.52,91.83,51.26,4.17,63.71,77.40,C,20.40,Yes,No,High School,Medium,9,7
Female,23,Mathematics,61.67,90.64,90.34,85.79,61.15,9.10,75.62,67.87,D,20.70,Yes,Yes,Master's,Low,4,8
Male,23,CS,75.43,96.93,51.61,82.00,83.76,5.38,67.71,71.35,F,15.10,No,Yes,PhD,Low,1,5
Male,24,Engineering,62.99,72.31,88.51,61.40,96.31,3.54,51.20,73.64,A,8.80,Yes,Yes,PhD,Medium,10,7
Female,23,Engineering,59.51,95.80,87.64,92.64,66.05,7.19,61.16,75.14,D,6.80,No,Yes,N/A,Low,3,6
Male,24,CS,72.94,83.51,69.93,87.48,93.79,6.20,54.82,82.82,C,27.60,Yes,No,PhD,Low,5,8
Male,22,Engineering,80.68,55.87,54.03,75.86,69.74,3.06,97.43,84.84,A,14.20,Yes,Yes,PhD,Low,10,7
Male,24,CS,62.43,95.71,53.61,75.58,65.41,2.98,65.64,98.79,B,9.50,No,Yes,N/A,Medium,1,5
Male,24,CS,75.43,80.05,67.90,78.46,75.44,3.96,50.74,88.14,F,29.60,No,Yes,N/A,Medium,7,6
Female,20,Engineering,80.68,64.85,40.53,91.41,72.11,0.72,83.03,84.39,C,25.10,No,Yes,Master's,Low,1,4
Female,20,Engineering,97.29,80.81,71.88,87.11,95.69,9.43,61.62,69.62,B,29.50,No,Yes,High School,Low,8,8
Male,18,Engineering,75.43,64.08,97.17,92.81,73.41,1.83,78.34,55.89,A,12.00,No,Yes,Bachelor's,Medium,7,6
Male,22,Engineering,89.15,46.85,49.28,75.36,63.87,1.94,57.54,52.94,B,16.60,Yes,Yes,None,High,2,4
Female,22,CS,75.43,83.14,74.40,81.23,92.13,6.47,99.20,73.88,C,25.20,No,Yes,Bachelor's,High,7,4
Male,20,CS,63.61,89.45,97.71,92.73,99.94,7.24,98.51,83.41,A,18.80,No,Yes,N/A,Low,6,9
Male,21,CS,72.71,83.73,91.63,61.62,82.41,7.37,82.80,82.51,A,13.90,Yes,Yes,Master's,Low,7,8
Male,21,CS,90.36,53.75,91.02,72.20,62.52,3.75,85.36,97.64,A,9.00,No,Yes,Master's,Medium,1,6
Female,18,Engineering,72.81,97.40,89.31,81.03,61.94,8.73,71.29,69.12,D,19.00,No,Yes,N/A,Medium,7,7
Female,21,Business,92.34,41.52,58.54,74.81,52.89,5.44,98.11,81.39,A,20.00,No,Yes,None,Low,9,7
Male,21,CS,99.44,59.96,93.44,50.79,53.86,4.39,71.19,94.39,A,23.00,No,No,Master's,Medium,8,7
Male,21,CS,53.60,55.61,96.48,60.63,95.75,8.10,61.97,70.20,F,24.80,Yes,Yes,Master's,Low,7,6
Male,19,Business,75.43,42.89,69.75,74.81,54.82,2.44,55.77,73.89,B,8.00,No,Yes,Bachelor's,Low,2,6
Male,18,CS,57.48,64.34,61.27,66.33,74.22,8.60,60.41,96.15,F,20.70,No,No,Bachelor's,Medium,7,5
Male,20,Mathematics,75.43,77.39,64.85,64.09,84.91,5.39,78.61,77.51,A,24.50,Yes,Yes,None,Medium,2,4
Male,21,Business,56.55,92.95,60.05,79.51,92.52,9.00,62.25,89.98,D,14.70,No,Yes,None,Medium,4,5
Female,23,CS,93.53,99.38,52.75,94.28,58.56,2.02,82.71,96.78,A,11.90,No,Yes,Bachelor's,High,1,4
Female,24,CS,51.16,88.49,77.11,81.85,71.89,9.36,69.11,78.55,F,17.00,No,Yes,None,Low,3,6
Male,19,Engineering,65.79,68.12,73.76,62.08,62.57,6.88,94.34,55.46,A,12.80,Yes,Yes,High School,Medium,5,7
Female,21,CS,59.23,83.42,67.76,93.19,62.79,6.18,77.92,91.08,F,17.70,Yes,Yes,Bachelor's,Low,6,5
Male,24,CS,96.58,90.62,45.75,81.60,65.19,4.22,81.13,90.89,A,12.70,No,Yes,PhD,Low,3,7
Male,24,CS,83.47,67.92,87.81,60.95,79.36,9.56,77.83,55.75,B,15.60,No,Yes,None,Medium,3,6
Female,19,Business,95.60,87.10,50.50,68.08,50.83,4.44,94.28,77.41,B,27.90,Yes,Yes,Bachelor's,Low,10,5
Female,18,Engineering,98.62,68.96,46.87,89.50,70.44,4.99,53.17,74.35,A,27.90,No,Yes,PhD,Medium,6,5
Male,23,CS,74.85,63.19,77.38,86.95,59.34,7.81,53.37,92.36,A,29.80,Yes,Yes,High School,Low,9,7
Male,23,Engineering,61.72,71.57,63.92,78.83,98.36,2.85,85.09,63.73,D,17.20,No,Yes,High School,Medium,2,5
Female,23,Engineering,59.69,80.55,43.59,57.24,79.14,2.91,88.40,71.31,D,9.20,No,Yes,Master's,Low,2,7
Female,21,Engineering,61.15,83.61,61.33,90.16,93.40,7.75,71.68,80.24,F,27.20,No,Yes,PhD,Low,7,5
Male,19,CS,85.43,61.40,86.31,65.38,59.78,1.29,67.62,75.86,A,19.90,No,Yes,PhD,Medium,4,8
Male,23,Engineering,52.02,74.28,76.91,88.58,90.50,8.23,63.90,97.75,F,23.70,No,Yes,PhD,Low,1,4
Male,24,Mathematics,52.57,94.59,61.77,82.38,70.74,6.25,61.72,98.03,C,9.10,No,Yes,N/A,Medium,6,6
Female,24,CS,80.41,98.58,51.51,63.21,58.88,5.39,95.60,54.08,B,13.00,Yes,Yes,N/A,Low,9,8
Male,22,CS,82.10,53.63,77.91,60.62,88.06,2.29,64.76,64.89,A,11.90,No,Yes,High School,Low,10,8
Female,22,CS,83.26,51.57,93.25,56.55,88.10,7.86,82.40,50.38,F,19.00,Yes,Yes,Bachelor's,Medium,6,5
Male,19,CS,68.59,80.60,78.78,62.10,99.79,8.05,89.35,70.89,B,29.90,No,Yes,PhD,Medium,6,5
Female,21,CS,75.43,64.88,88.77,57.89,89.05,4.83,51.10,83.11,B,20.30,No,Yes,N/A,High,4,7
Female,21,Business,76.68,41.45,71.29,80.85,57.26,3.89,51.69,73.56,F,19.30,Yes,Yes,Master's,Medium,1,7
Female,18,Mathematics,55.27,60.81,83.08,79.94,66.13,2.46,66.66,53.36,F,24.00,No,Yes,Master's,Low,7,8
Female,18,CS,75.43,88.40,93.77,74.81,72.59,7.54,84.80,59.80,F,13.20,Yes,Yes,PhD,Low,4,7
Male,23,Engineering,97.65,87.85,86.39,82.09,56.33,6.39,63.04,58.66,B,11.30,No,Yes,N/A,Low,9,8
Female,20,Engineering,53.00,69.68,94.59,90.74,89.40,2.07,50.07,75.56,D,26.00,No,No,Master's,Low,4,6
Female,24,Engineering,69.57,68.35,65.87,95.68,76.33,7.94,64.41,83.88,D,29.00,No,Yes,PhD,Medium,9,7
Female,18,Engineering,74.38,74.77,94.25,61.52,97.22,8.82,54.51,65.82,B,15.50,No,Yes,Bachelor's,Low,1,6
Male,21,CS,57.32,53.16,77.29,74.81,79.47,0.59,60.97,56.52,F,6.00,No,No,Master's,Medium,10,8
Male,24,Engineering,93.39,71.56,92.20,53.92,76.14,7.72,66.66,89.93,B,9.50,No,Yes,None,Low,4,5
Male,20,Engineering,75.43,40.66,42.36,56.01,53.57,8.53,56.40,92.92,F,26.40,No,No,Bachelor's,High,2,5
Male,18,Business,89.15,68.53,79.47,82.72,57.47,9.92,85.32,63.82,A,8.00,No,Yes,PhD,Medium,6,8
Male,19,Business,83.55,60.16,90.88,74.33,92.48,2.38,62.80,71.04,D,24.10,Yes,Yes,Master's,High,9,8
Male,22,CS,79.90,80.49,50.45,74.81,99.53,3.71,83.05,54.10,F,20.50,No,Yes,Master's,High,2,8
Female,18,CS,59.61,78.30,79.71,71.28,70.76,9.66,79.95,61.38,C,23.20,Yes,Yes,N/A,Medium,2,5
Female,18,Mathematics,61.04,62.85,89.50,56.38,90.50,0.94,94.90,88.35,C,11.40,No,Yes,PhD,Low,1,6
Female,19,Engineering,75.43,40.44,57.28,93.60,81.38,5.24,54.40,68.26,A,5.50,No,Yes,N/A,Low,9,7
Male,21,Business,62.04,55.14,64.31,54.14,97.95,5.07,60.73,80.23,B,6.00,Yes,Yes,PhD,Low,1,8
Female,23,CS,67.27,78.00,74.17,59.45,61.91,6.07,93.26,97.31,C,23.10,Yes,Yes,Master's,Medium,2,6
Female,19,Engineering,75.43,44.34,71.15,63.85,77.24,3.31,91.11,86.18,F,20.30,Yes,Yes,Master's,Medium,5,7
Male,23,Engineering,68.32,46.46,42.35,99.76,70.44,9.26,59.61,72.67,C,26.00,No,Yes,None,Medium,7,5
Female,18,Business,87.73,78.82,45.92,70.84,77.09,2.70,55.39,68.34,B,15.00,No,Yes,Bachelor's,Low,9,8
Male,21,CS,75.43,85.35,46.03,75.09,63.44,6.50,92.81,59.53,F,18.90,Yes,Yes,PhD,Medium,1,9
Female,20,CS,89.24,59.29,55.74,88.48,74.89,4.96,58.91,87.81,A,24.60,No,Yes,PhD,Low,8,6
Male,18,Engineering,98.81,69.38,54.75,81.82,81.24,2.67,93.56,55.62,A,17.40,No,Yes,PhD,High,1,6
Male,19,Business,61.99,96.74,84.53,92.07,54.06,1.89,98.06,53.07,A,29.80,No,Yes,High School,Low,9,6
Male,20,Mathematics,75.43,96.73,74.36,74.32,87.15,9.57,61.04,55.24,A,23.60,No,Yes,None,Low,10,5
Female,22,Mathematics,81.09,58.45,85.84,98.61,85.33,5.61,92.02,62.15,F,22.10,Yes,Yes,Bachelor's,Medium,2,7
Female,20,Mathematics,90.86,88.60,44.19,89.84,94.02,6.04,71.19,81.36,A,25.00,No,No,PhD,Medium,3,5
Male,19,CS,82.58,75.64,69.11,70.07,71.29,7.83,89.44,93.07,A,24.40,No,No,N/A,Low,10,7
Male,24,CS,75.43,98.53,59.43,69.06,53.08,0.81,70.37,99.63,B,10.50,No,Yes,Bachelor's,High,4,7
Female,20,CS,61.40,68.66,91.00,96.47,73.07,7.14,53.52,86.57,D,10.30,No,Yes,Bachelor's,Low,3,8
Female,19,CS,53.50,86.48,82.47,74.81,56.88,1.65,85.63,57.30,D,20.20,Yes,Yes,Master's,Low,2,5
Male,24,Business,76.78,86.09,92.16,74.81,82.37,7.40,57.53,63.89,B,15.90,No,Yes,N/A,Low,5,8
Female,18,Business,99.52,69.85,42.79,87.89,52.36,1.41,96.35,56.60,B,26.80,Yes,Yes,PhD,Medium,2,4
Female,24,CS,86.90,87.74,83.25,74.81,68.70,8.32,70.89,55.78,A,12.30,No,Yes,PhD,Low,2,7
Female,21,Engineering,66.37,55.66,72.40,57.96,54.14,6.81,54.10,78.39,A,13.30,No,Yes,None,Low,8,8
Male,22,Mathematics,91.36,47.34,89.50,65.96,50.17,3.86,61.42,95.34,B,9.20,Yes,Yes,High School,Medium,2,8
Male,24,Engineering,88.45,65.51,70.43,74.81,98.03,3.59,93.13,84.22,A,29.50,No,Yes,High School,High,8,8
Female,21,CS,64.08,96.62,72.41,50.91,99.81,1.49,66.05,90.03,B,7.90,No,No,High School,Low,8,5
Male,21,Engineering,50.72,70.04,43.11,71.87,77.78,9.04,92.82,75.40,C,29.60,No,Yes,High School,Low,1,8
Female,21,CS,55.91,78.12,80.11,87.79,61.95,1.19,58.61,73.77,F,22.70,Yes,Yes,Master's,Medium,5,6
Female,24,Engineering,93.87,77.45,56.39,58.21,95.55,4.72,73.41,96.87,A,7.20,No,Yes,None,Medium,9,6
Male,19,Engineering,91.83,47.95,41.18,53.23,96.15,2.37,93.91,86.10,A,8.80,No,Yes,None,High,8,6
Male,19,CS,64.76,63.42,43.99,91.80,92.73,9.96,52.42,72.97,F,13.20,Yes,Yes,Master's,Medium,10,5
Male,22,Mathematics,64.26,82.42,97.44,74.81,77.22,5.86,65.21,66.63,C,11.50,Yes,Yes,PhD,Medium,9,8
Female,19,Engineering,89.64,98.32,60.76,58.83,53.74,1.50,95.49,54.66,B,29.30,No,Yes,Master's,Medium,3,7
Female,23,Engineering,96.89,50.08,92.08,90.32,54.42,6.68,79.83,91.05,B,20.30,Yes,Yes,High School,Medium,2,5
Male,19,Mathematics,88.96,64.63,97.58,82.91,94.83,9.92,85.81,58.47,B,6.90,No,Yes,None,High,1,7
Male,19,CS,80.28,45.71,96.60,66.71,93.79,6.05,92.11,75.75,A,18.10,No,Yes,Master's,Low,8,5
Male,19,CS,62.13,54.54,92.90,68.81,71.72,4.57,76.18,81.86,F,27.40,Yes,Yes,High School,Low,8,6
Female,18,Business,76.29,62.61,93.69,57.79,66.41,2.93,92.27,87.20,F,15.40,No,Yes,High School,Low,8,4
Female,22,CS,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,B,21.70,No,Yes,Bachelor's,High,3,7
Female,23,Business,90.40,53.83,49.09,75.45,90.35,2.28,84.28,50.53,A,24.30,Yes,Yes,PhD,Medium,1,4
Male,19,CS,69.35,53.65,78.36,77.85,86.58,5.54,57.64,85.30,C,9.60,No,Yes,PhD,Low,9,5
Male,22,CS,91.68,86.67,69.29,94.17,80.78,7.54,96.95,72.72,A,26.40,No,No,PhD,Low,7,5
Female,20,Engineering,69.08,97.76,45.92,50.79,61.58,8.78,89.80,59.06,A,16.20,No,Yes,None,Low,6,8
Male,18,CS,91.21,59.42,80.65,53.35,63.13,7.94,62.71,99.10,B,6.40,No,Yes,N/A,Medium,7,6
Male,24,Business,66.67,81.28,73.77,58.08,86.20,1.25,79.00,89.57,B,27.00,No,Yes,N/A,Medium,6,7
Male,19,Engineering,75.43,55.48,91.78,51.50,90.13,7.73,68.82,78.93,D,19.10,No,Yes,None,Low,4,5
Male,23,Mathematics,75.43,95.68,76.55,74.81,55.81,5.82,83.02,85.11,F,10.00,Yes,Yes,High School,High,2,7
Female,18,Business,53.51,80.37,74.44,81.69,59.36,4.69,99.69,57.75,F,12.90,Yes,No,PhD,Medium,1,5
Male,23,CS,97.41,88.16,66.45,60.54,84.02,5.73,52.29,98.11,A,19.20,No,Yes,None,Medium,9,9
Female,24,Business,78.68,42.96,67.77,57.47,69.45,0.08,97.63,99.82,F,14.40,No,Yes,PhD,Medium,2,7
Female,24,Engineering,75.39,75.91,97.26,57.28,78.16,0.68,53.62,82.42,F,10.80,Yes,Yes,High School,Medium,6,8
Male,18,Engineering,91.97,71.66,48.31,74.81,80.74,5.26,73.04,83.42,A,17.00,No,Yes,None,Medium,8,5
Female,20,Business,93.29,57.58,66.77,84.68,88.81,1.74,74.11,85.22,A,9.60,No,Yes,N/A,Low,7,7
Female,22,Engineering,76.11,55.75,79.35,79.27,90.29,5.46,63.44,83.29,D,11.10,No,Yes,Master's,Low,9,7
Male,18,Engineering,96.36,74.80,65.98,66.12,64.00,3.54,78.33,71.93,A,25.70,Yes,Yes,None,Medium,9,8
Female,21,Engineering,53.24,82.39,56.99,71.65,77.06,9.07,91.70,77.03,D,10.70,Yes,Yes,N/A,Medium,4,6
Female,24,CS,55.66,41.99,57.24,54.47,56.18,9.50,64.70,64.14,C,22.40,No,Yes,Bachelor's,High,9,4
Female,20,CS,75.43,74.04,54.02,99.91,92.10,9.80,53.52,72.34,D,11.30,No,Yes,High School,Low,10,5
Female,24,Engineering,67.70,50.23,60.63,87.75,92.27,8.99,81.61,71.81,C,10.30,No,Yes,Master's,Medium,2,5
Female,21,CS,73.21,48.42,92.30,81.07,64.98,9.86,87.59,64.41,A,11.30,Yes,Yes,High School,Low,1,6
Female,20,CS,66.40,77.39,70.31,79.39,58.03,7.06,97.73,89.34,D,16.70,No,Yes,N/A,High,6,5
Female,24,CS,70.24,58.65,54.41,75.22,53.50,9.61,57.98,70.48,D,8.70,No,No,None,Medium,4,4
Female,21,Engineering,91.13,66.45,63.07,62.87,78.75,6.42,95.07,77.59,A,7.70,Yes,Yes,Master's,Medium,4,7
Male,21,CS,79.67,61.60,46.35,61.32,54.57,8.09,74.11,57.80,D,23.90,No,Yes,High School,Low,10,8
Male,24,Business,99.87,78.90,94.24,74.81,84.03,1.32,61.79,73.75,B,5.60,No,Yes,N/A,Low,10,5
Male,24,CS,89.34,68.21,64.49,53.51,83.91,6.83,98.14,88.07,A,14.60,Yes,Yes,N/A,Medium,1,8
Female,23,Engineering,63.68,97.81,98.82,53.72,80.70,9.31,61.92,72.23,D,14.90,No,Yes,Bachelor's,Medium,6,8
Female,18,Engineering,63.22,61.14,60.85,78.04,93.83,5.40,86.67,77.89,A,27.30,No,Yes,High School,High,3,6
Female,18,Engineering,66.79,84.42,90.18,95.99,68.91,1.87,89.24,85.09,F,24.40,No,Yes,PhD,Medium,7,7
Male,20,CS,75.43,55.44,55.38,95.71,95.11,5.27,71.53,69.45,D,17.80,No,Yes,High School,Low,1,6
Male,22,Mathematics,51.36,70.53,44.57,50.54,51.85,7.07,84.50,67.66,D,17.00,No,Yes,High School,Medium,8,6
Male,24,Mathematics,61.51,73.15,41.90,55.37,55.64,7.70,78.62,54.29,C,19.10,No,Yes,PhD,High,9,7
Female,23,Business,95.25,59.75,76.37,79.15,70.61,5.24,59.60,79.11,A,13.90,No,Yes,Bachelor's,High,4,6
Male,18,Mathematics,81.99,68.31,58.69,92.42,79.70,2.17,87.99,85.35,F,22.50,No,Yes,N/A,Medium,5,7
Male,18,Engineering,61.34,56.76,66.61,97.72,51.62,9.27,96.40,79.06,A,22.20,No,Yes,PhD,Low,8,8
Female,23,Engineering,60.96,40.36,89.12,93.03,78.37,7.74,74.43,64.18,D,19.40,No,Yes,Bachelor's,Medium,5,9
Male,19,Business,93.13,52.94,54.89,83.88,65.37,2.71,99.72,63.12,B,6.40,No,Yes,Master's,Medium,10,9
Female,23,Engineering,94.69,82.00,58.52,60.03,94.36,8.12,71.40,57.97,B,8.20,Yes,Yes,Master's,Medium,4,9
Male,18,Business,62.81,86.26,90.72,53.63,76.66,3.48,73.99,52.35,F,6.00,Yes,Yes,None,Low,5,9
Female,22,Business,71.03,56.81,69.57,52.38,79.39,3.12,83.69,71.34,A,23.00,Yes,Yes,PhD,Low,2,5
Female,19,Mathematics,91.73,64.48,89.66,74.81,97.28,8.63,59.29,58.03,B,16.90,Yes,Yes,Master's,Medium,10,9
Female,21,CS,88.55,42.24,62.47,51.81,88.21,8.73,95.10,84.54,A,28.90,No,Yes,High School,Medium,2,5
Female,23,Business,90.70,54.22,63.90,86.96,71.91,3.98,90.06,98.09,B,28.80,No,Yes,Bachelor's,Low,1,8
Female,21,Engineering,75.92,86.75,50.03,85.62,73.84,0.09,93.62,53.67,D,25.00,Yes,Yes,Master's,Low,4,7
Male,19,Engineering,95.58,76.36,94.98,74.81,82.40,1.87,80.48,94.65,A,16.10,Yes,Yes,Master's,Medium,10,8
Female,19,CS,66.30,52.35,93.81,95.33,60.01,9.09,94.19,82.89,F,12.90,No,Yes,PhD,Medium,8,9
Female,19,Business,57.83,55.45,99.05,74.81,54.43,8.99,84.00,93.01,D,10.00,No,No,High School,Medium,10,8
Female,20,Mathematics,85.44,89.01,64.15,95.22,65.56,4.53,75.58,57.75,A,10.80,No,Yes,Master's,Low,10,8
Female,23,CS,76.97,52.55,89.12,95.08,88.92,3.04,96.59,95.32,D,29.80,No,Yes,High School,Medium,10,5
Male,24,Engineering,92.73,60.05,64.90,59.85,62.87,3.03,71.99,97.89,A,18.30,No,Yes,Bachelor's,High,10,8
Female,22,CS,54.06,79.86,67.26,69.03,56.54,8.97,75.03,95.34,F,5.30,No,Yes,Bachelor's,Low,2,5
Male,22,Mathematics,92.18,73.67,89.80,56.73,60.95,3.25,58.48,89.27,A,6.10,No,Yes,Bachelor's,Low,7,7
Female,21,Engineering,64.66,67.65,50.64,88.75,83.95,5.12,97.38,54.52,D,16.50,No,Yes,None,High,8,7
Female,21,CS,82.74,93.98,53.22,75.21,80.70,7.31,61.05,61.04,A,16.10,No,Yes,PhD,Medium,10,7
Male,24,CS,52.01,53.18,58.88,74.81,84.42,2.09,60.07,95.66,D,15.10,No,No,Bachelor's,Medium,1,8
Male,21,Engineering,80.48,84.49,87.29,74.81,66.10,2.54,55.06,61.47,D,25.60,No,Yes,None,Medium,3,6
Male,23,CS,85.86,49.54,62.36,74.81,95.04,3.58,72.67,67.39,B,22.60,No,Yes,None,Low,6,6
Female,18,Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,F,7.70,No,Yes,PhD,Low,7,7
Male,21,Mathematics,75.43,92.24,99.93,83.27,75.69,8.17,87.04,81.40,C,14.10,No,Yes,Bachelor's,Low,5,7
Female,19,Business,76.88,67.47,63.03,53.44,97.44,5.47,65.38,78.17,F,19.90,Yes,Yes,PhD,Low,7,6
Male,21,CS,91.66,83.46,54.87,79.42,98.96,1.33,86.04,98.09,B,14.60,No,Yes,PhD,Low,6,4
Male,19,Mathematics,66.18,89.22,77.39,58.99,83.08,4.46,59.80,94.62,A,10.20,No,Yes,N/A,High,7,5
Female,20,Engineering,62.62,48.16,88.11,51.53,97.24,1.28,61.50,75.30,D,20.70,No,No,PhD,Low,4,9
Male,18,CS,75.43,82.35,44.18,66.75,77.08,0.88,90.31,80.47,F,20.10,No,Yes,N/A,Low,2,9
Male,18,CS,97.46,95.19,77.13,74.81,65.36,5.90,68.55,70.66,B,29.40,No,No,Bachelor's,Low,8,7
Female,24,CS,67.96,74.58,42.14,74.81,65.75,9.56,55.59,56.62,C,19.00,No,Yes,PhD,Low,1,5
Female,23,Business,75.43,51.17,71.58,68.68,77.95,8.38,98.07,93.39,F,26.90,No,Yes,None,Low,4,5
Female,23,CS,75.43,47.62,55.42,86.65,80.25,7.74,58.87,77.48,D,28.70,Yes,Yes,Bachelor's,Low,4,9
Male,22,CS,84.96,55.58,58.40,50.81,71.98,7.27,57.51,71.27,A,15.90,No,Yes,High School,Medium,1,8
Male,20,Business,56.43,46.21,68.03,50.74,94.19,8.97,67.92,53.42,D,6.30,No,Yes,None,Medium,8,6
Male,24,Engineering,99.25,70.80,95.63,51.47,71.33,7.53,54.78,83.27,A,8.60,No,Yes,High School,Low,6,7
Male,23,Business,80.40,44.18,82.64,60.97,63.67,6.27,57.78,69.98,D,17.60,Yes,Yes,High School,Medium,2,9
Male,19,Business,75.04,53.40,96.21,68.70,50.40,3.65,92.32,62.68,A,27.30,No,Yes,Master's,Low,4,5
Female,20,CS,69.11,66.39,79.60,80.39,98.53,1.01,58.58,93.84,D,21.40,No,Yes,High School,Medium,7,7
Male,18,Business,94.93,68.43,40.43,99.30,91.22,4.61,55.57,59.18,A,10.00,Yes,Yes,N/A,Low,9,9
Female,19,CS,62.20,73.92,55.94,67.72,80.78,9.25,94.00,75.75,B,22.50,No,Yes,PhD,Medium,7,8
Male,24,Engineering,64.29,82.34,94.35,52.78,91.53,5.83,72.19,89.79,A,27.40,No,Yes,N/A,Medium,2,5
Female,24,Engineering,56.12,42.83,78.61,59.75,90.51,1.85,57.86,92.45,C,5.80,Yes,Yes,N/A,Low,1,9
Male,20,CS,87.96,44.84,98.90,94.89,96.59,6.49,79.08,90.94,A,11.10,No,Yes,N/A,Low,10,5
Male,18,Mathematics,79.78,43.65,49.36,74.81,69.30,4.65,52.08,94.83,B,8.80,No,Yes,N/A,Low,7,5
Female,23,Engineering,80.45,65.39,57.80,89.51,77.74,9.31,71.37,57.12,F,24.60,Yes,Yes,N/A,Medium,9,5
Male,19,CS,60.92,42.51,61.74,56.21,54.93,1.61,79.52,97.02,F,27.30,No,Yes,High School,High,2,5
